"PY"	"TI"	"AU"	"DEW"	"IDW"	"DES"	"IDS"	"DT"	"C1W"	"C1S"	"SO"	"Coder"	"DOI"	"DE"
1973	"THE BIOLOGICAL SECTION OF AN M.SC. COURSE IN FORENSIC SCIENCE"	"NELSON PF;WOOD CN"	""	""	""	"BIOLOGY;  BLOOD;  FECES;  FORENSIC MEDICINE;  FORENSIC SCIENCE;  IMMUNODIFFUSION;  IMMUNOELECTROPHORESIS;  LEGAL ASPECT;  MEDICAL EDUCATION;  METHODOLOGY;  SALIVA;  SPERM;  URINE"	"ARTICLE"	""	"DIV. PHARMACOGNOSY FORENS. SCI., DEPT. PHARMACEUT. CHEM., UNIV. STRATHCLYDE, GLASGOW, UNITED KINGDOM"	"J.FORENSIC SCI.SOC."	"Scopus"	"10.1016/S0015-7368(73)70823-9"	""
2005	"THE BURN CHARACTERISTICS FROM A SMALL AMOUNT MINERAL-OIL"	"ZHANG YG;DENG GH;ZHANG J"	""	""	"AUTOPSY;  BURN;  FORENSIC PATHOLOGY;  MINERAL-OIL"	"MINERAL OIL;  ORGANIC COMPOUND; ARTICLE;  AUTOPSY;  BURN;  CLOTHING;  ERYTHEMA;  HAIR;  HIGH TEMPERATURE;  HUMAN;  HUMAN TISSUE;  MEDICOLEGAL ASPECT;  SMOKE;  STRATUM CORNEUM"	"ARTICLE"	""	"FACULTY OF FORENSIC MEDICINE, TONGJI MEDICAL COLLEGE, HUST, WUHAN 430030, CHINA"	"CHINESE JOURNAL OF FORENSIC MEDICINE"	"Scopus"	""	"AUTOPSY;  BURN;  FORENSIC PATHOLOGY;  MINERAL-OIL"
1986	"THE CARDIAC PATHOLOGY OF SUDDEN, UNEXPLAINED NOCTURNAL DEATH IN SOUTHEAST ASIAN REFUGEES"	"KIRSCHNER RH;ECKNER FAO;BARON RC"	""	""	""	"ADULT;  AUTOPSY;  CARDIOMEGALY;  CARDIOVASCULAR SYSTEM;  CLASSIFICATION;  CLINICAL ARTICLE;  CONGENITAL DISORDER;  CONGENITAL HEART BLOCK;  DIAGNOSIS;  EDUCATION;  ETHNIC OR RACIAL ASPECTS;  ETIOLOGY;  FATALITY;  FORENSIC MEDICINE;  HEART;  HEART ARRHYTHMIA;  HEART MUSCLE CONDUCTION SYSTEM;  HISTOLOGY;  HUMAN;  PRELIMINARY COMMUNICATION;  PRIORITY JOURNAL;  SUDDEN DEATH; ADULT;  ASIA; SOUTHEASTERN;  ASIAN AMERICANS;  CORONARY DISEASE;  CORONARY VESSEL ANOMALIES;  DEATH; SUDDEN;  HEART CONDUCTION SYSTEM;  MALE;  MIDDLE AGE;  MYOCARDIUM;  SUPPORT; U.S. GOV'T; P.H.S.;  UNITED STATES"	"ARTICLE"	""	"INSTITUTE OF FORENSIC MEDICINE, OFFICE OF THE MEDICAL EXAMINER;DEPARTMENT OF PATHOLOGY, UNIVERSITY OF ILLINOIS COLLEGE OF MEDICINE, UNITED STATES;DIVISION OF SURVEILLANCE AND EPIDEMIOLOGIC STUDIES, EPIDEMIOLOGY PROGRAM OFFICE, CENTERS FOR DISEASE CONTROL, ATLANTA, UNITED STATES"	"JAMA-THE JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION"	"Scopus"	"10.1001/jama.1986.03380190070027"	""
2002	"THE CHANGING FACE OF FIBRE EXAMINATIONS IN FORENSIC SCIENCE"	"GRIEVE MC"	""	""	"DEVELOPMENT;  FIBRES EXAMINATION"	"ANALYTIC METHOD;  CLOTHING;  CONFERENCE PAPER;  CRIME;  CRIMINAL JUSTICE;  FIBER;  FORENSIC SCIENCE;  FORGERY;  LABORATORY;  MOTOR VEHICLE;  SPECTROFLUOROMETRY;  TEXTILE FIBER;  THEFT;  TRAFFIC ACCIDENT"	"CONFERENCE MATERIAL"	""	"FORENSIC SCIENCE INSTITUTE, BUNDESKRIMINALAMT, WIESBADEN, GERMANY"	"Z ZAGADNIEN NAUK SADOWYCH"	"Scopus"	""	"DEVELOPMENT;  FIBRES EXAMINATION"
1979	"THE CHARACTERIZATION OF CLOSELY RELATED POLYMERIC MATERIALS BY THERMOGRAVIMETRY-MASS SPECTROMETRY"	"SMALLDON KW;ARDREY RE;MULLINGS LR"	""	""	""	""	"ARTICLE"	""	"HOME OFFICE CENTRAL RESEARCH ESTABLISHMENT, ALDERMASTON, READING, BERKS, RG7 4PNGT. BRITAIN"	"ANALYTICA CHIMICA ACTA"	"Scopus"	"10.1016/S0003-2670(01)93223-4"	""
1979	"THE CHARACTERIZATION OF DYESTUFFS ON WOOL FIBERS WITH SPECIAL REFERENCE TO MICROSPECTROPHOTOMETRY"	"MACRAE R;DUDLEY RJ;SMALLDON KW"	""	""	""	"DYE; DATA BASE;  FIBER;  FORENSIC MEDICINE;  MICROSPECTROPHOTOMETRY;  THEORETICAL STUDY;  WOOL"	"ARTICLE"	""	"HOME OFF. CENT. RES. ESTABLISHM., ALDERMASTON, READING, UNITED KINGDOM"	"JOURNAL OF FORENSIC SCIENCES"	"Scopus"	"10.1520/jfs10798j"	""
1989	"THE CLASSIFICATION OF PHOTOCOPIES BY PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY"	"MUNSON TO"	""	""	""	"FORENSIC IDENTIFICATION;  GAS CHROMATOGRAPHY;  LETTER;  NONHUMAN;  PAPER;  PHOTOCOPIER;  PHOTOCOPY;  PRELIMINARY COMMUNICATION;  PRIORITY JOURNAL;  PYROLYSIS"	"ARTICLE"	""	"DEPARTMENT OF CHEMISTRY, COLLEGE OF SCIENCE AND TECHNOLOGY, ST. CLOUD STATE UNIVERSITY, ST. CLOUD, MN 56301, UNITED STATES"	"JOURNAL OF FORENSIC SCIENCES"	"Scopus"	"10.1520/jfs12644j"	""
1984	"THE COLLECTION OF DATA FROM FIBERS ENCOUNTERED IN FORENSIC-SCIENCE CASEWORK - A UK INTERLABORATORY SURVEY"	"LAING DK;HARTSHORNE AW"	""	""	""	""	"MEETING ABSTRACT"	"HOME OFF,FORENS SCI SERV,CENT RES ESTAB,READING RG7 4PN,BERKS,ENGLAND"	""	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"WebOfScience"	""	""
1983	"THE COMPARISON OF NANOGRAM QUANTITIES OF INK USING VISIBLE MICROSPECTROMETRY"	"LAING DK;ISAACS MDJ"	""	""	"COMPARISON;  DOCUMENT EXAMINATION;  INKS;  MICROSPECTROPHOTOMETRY"	"INK;  TRACE ELEMENT; DIAGNOSIS;  FORENSIC MEDICINE;  LEGAL ASPECT;  MICROSPECTROMETRY;  NONHUMAN"	"ARTICLE"	""	"CENTRAL RESEARCH ESTABLISHMENT, HOME OFFICE FORENSIC SCIENCE SERVICE, ALDERMASTON, READING, BERKSHIRE, RG7 4PN, UNITED KINGDOM"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"Scopus"	"10.1016/S0015-7368(83)72225-5"	"COMPARISON;  DOCUMENT EXAMINATION;  INKS;  MICROSPECTROPHOTOMETRY"
2000	"THE COMPARISON OF TOLUENE DETERMINATION BETWEEN HEADSPACE-SOLID PHASE MICROEXTRACTION AND HEADSPACE METHODS IN GLUE-SNIFFER'S BLOOD AND URINE SAMPLES"	"KIM NY;PARK SW"	"FORENSIC SCIENCE; TOLUENE; INHALENT ABUSE; GLUE-SNIFFING; HEADSPACE-SOLID PHASE MICROEXTRACTION"	"EXPOSURE"	"FORENSIC SCIENCE;  GLUE-SNIFFING;  HEADSPACE-SOLID PHASE MICROEXTRACTION;  INHALANT ABUSE;  TOLUENE"	"TOLUENE; ACCURACY;  ARTICLE;  BLOOD ANALYSIS;  CHEMICAL ANALYSIS;  CONCENTRATION (PARAMETERS);  GAS CHROMATOGRAPHY;  GLUE SNIFFING;  HUMAN;  PRIORITY JOURNAL;  QUANTITATIVE ASSAY;  SOLID PHASE EXTRACTION;  TECHNIQUE;  URINALYSIS"	"ARTICLE"	"KIM, NY (CORRESPONDING AUTHOR), NATL INST FORENS SCI INVEST, DEPT FORENS SCI, 331-1 SHINWOL 7 DONG,YANGCHUN KU, SEOUL 158097, SOUTH KOREA; NATL INST FORENS SCI INVEST, DEPT FORENS SCI, SEOUL 158097, SOUTH KOREA"	"DEPARTMENT OF FORENSIC SCIENCE, NATL. INST. OF SCI. INVESTIGATION, SEOUL 158-097, SOUTH KOREA;DEPARTMENT OF FORENSIC SCIENCE, NATL. INST. OF FORENSIC SCI. INVEST., 331-1 SHINWOL 7 DONG, YANGCHUN KU, SEOUL, 158-097, SOUTH KOREA"	"JOURNAL OF FORENSIC SCIENCES"	"Scopus,WebOfScience"	"10.1520/jfs14754j"	"FORENSIC SCIENCE; TOLUENE; INHALENT ABUSE; GLUE-SNIFFING; HEADSPACE-SOLID PHASE MICROEXTRACTION; FORENSIC SCIENCE;  GLUE-SNIFFING;  HEADSPACE-SOLID PHASE MICROEXTRACTION;  INHALANT ABUSE;  TOLUENE"
1997	"THE CONFIRMATION OF VOLATILES BY SOLID-PHASE MICROEXTRACTION AND GC-MS IN THE INVESTIGATION OF TWO TRAFFIC FATALITIES"	"BREWER WE;GALIPO RC;MORGAN SL;HABBEN KH"	""	""	""	"ALCOHOL;  DICHLOROMETHANE;  PETROLEUM DERIVATIVE;  VOLATILE AGENT;  VOLATILE ORGANIC COMPOUND; ARTICLE;  FATALITY;  FORENSIC MEDICINE;  GAS CHROMATOGRAPHY;  HUMAN;  MASS SPECTROMETRY;  SOLID PHASE EXTRACTION;  TRAFFIC ACCIDENT;  URINALYSIS"	"ARTICLE"	""	"TOXICOLOGY DEPARTMENT, S. CAROLINA LAW ENFORCEMENT DIVISION, 4416 BROAD RIVER ROAD, COLUMBIA, SC 29210, UNITED STATES;DEPT. OF CHEMISTRY AND BIOCHEMISTRY, UNIVERSITY OF SOUTH CAROLINA, COLUMBIA, SC 29208, UNITED STATES"	"JOURNAL OF ANALYTICAL TOXICOLOGY"	"Scopus"	"10.1093/jat/21.4.286"	""
1987	"THE CONNECTIVE TISSUE FRAMEWORK OF THE LUNG IN SIDS [LUNGENGERSTVERNDERUNGEN BEIM PLTZLICHEN KINDESTOD (SIDS)]"	"OGBUIHI S;ZINK P"	""	""	"CONNECTIVE TISSUE FRAMEWORK OF LUNGS; SIDS;  EARLY ACTIVE FIBROSIS;  SIDS; CONNECTIVE TISSUE FRAMEWORK OF LUNGS;  TYPE I AND III COLLAGEN"	"COLLAGEN; ARTICLE;  CONNECTIVE TISSUE;  FEMALE;  HUMAN;  INFANT;  LUNG;  LUNG ALVEOLUS;  LUNG EDEMA;  LUNG FIBROSIS;  MALE;  METABOLISM;  PATHOLOGY;  SUDDEN INFANT DEATH SYNDROME; COLLAGEN;  ENGLISH ABSTRACT;  PULMONARY ALVEOLI;  PULMONARY EDEMA;  PULMONARY FIBROSIS;  SUDDEN INFANT DEATH"	"ARTICLE"	""	"GERICHTLICH-MEDIZINISCHES INSTITUT DER UNIVERSITT BERN, BHLSTRASSE 20, BERN, CH-3012, SWITZERLAND"	"ZEITSCHRIFT FR RECHTSMEDIZIN"	"Scopus"	"10.1007/BF00200342"	"CONNECTIVE TISSUE FRAMEWORK OF LUNGS; SIDS;  EARLY ACTIVE FIBROSIS;  SIDS; CONNECTIVE TISSUE FRAMEWORK OF LUNGS;  TYPE I AND III COLLAGEN"
1998	"THE CONTRIBUTION OF THE EXTRACELLULAR MATRIX TO THE SHAPE AND STRUCTURE DETERMINATION OF THE BIOSYSTEMS. IMPLICATIONS IN THE MEDICO-LEGAL PATHOLOGY"	"DRAGOI SG;MANDRILA I;ZAVOI R;RINDERU ET"	""	""	"COLLAGEN;  EXTRACELLULAR MATRIX;  GLUCOSAMINOGLYCANS;  PROTEOGLYCANS"	"BASIC FIBROBLAST GROWTH FACTOR;  COLLAGEN;  COLLAGEN FIBER;  GLYCOSAMINOGLYCAN;  PROTEOGLYCAN;  VASCULOTROPIN; ADULT;  ARTICLE;  BONE REMODELING;  CARTILAGE;  CHILD;  COLLAGEN DISEASE;  EMBRYO;  EPITHELIUM CELL;  EXTRACELLULAR MATRIX;  FETUS;  FORENSIC PATHOLOGY;  HUMAN;  MESENCHYME CELL;  NEWBORN"	"ARTICLE"	""	"FORENSIC MEDICINE AND PATHOLOGY, SENIOR FROM THE ACADEMIC HOSPITAL, UNIVERSITY OF CRAIOVA, NR. 4 PETRU RARES STREET, 11O0 CRAIOVA, DOLJ, ROMANIA"	"ROMANIAN JOURNAL OF LEGAL MEDICINE"	"Scopus"	""	"COLLAGEN;  EXTRACELLULAR MATRIX;  GLUCOSAMINOGLYCANS;  PROTEOGLYCANS"
2017	"THE CSI EFFECT: AN INVESTIGATION INTO THE RELATIONSHIP BETWEEN WATCHING CRIME SHOWS AND FORENSIC KNOWLEDGE"	"VICARY A;ZAIKMAN Y"	""	""	""	""	"ARTICLE"	""	"ILLINOIS WESLEYAN UNIVERSITY, P.O. BOX 2900, BLOOMINGTON, IL  61702, UNITED STATES;NEW MEXICO STATE UNIVERSITY, UNITED STATES"	"NORTH AMERICAN JOURNAL OF PSYCHOLOGY"	"Scopus"	""	""
2019	"THE DATING OF THROMBUS ORGANIZATION IN CASES OF PULMONARY EMBOLISM: AN AUTOPSY STUDY"	"MANSUETO G;COSTA D;CAPASSO E;VARAVALLO F;BRUNITTO G;CASERTA R;ESPOSITO S;NIOLA M;SARDU C;MARFELLA R;NAPOLI C;PATERNOSTER M;MANSUETO G;COSTA D;CAPASSO F;BRUNITTO G;CASERTA S;NIOLA M;SARDU R;NAPOLI C;PATERNOSTER M"	"PULMONARY EMBOLISM; THROMBUS DATING; SUDDEN UNEXPECTED DEATH; FORENSIC; AUTOPSY; HISTOLOGY"	"VENOUS THROMBOEMBOLISM; CLINICAL DIAGNOSES; AGE-DETERMINATION; DEATH;; DISCREPANCIES; EPIDEMIOLOGY; MANAGEMENT; OUTCOMES; UPDATE"	"FORENSIC AUTOPSY;  HISTOLOGY;  PULMONARY EMBOLISM;  SUDDEN UNEXPECTED DEATH;  THROMBUS DATING"	"BLOOD CLOTTING FACTOR 8;  FIBRINOGEN;  FIBRILLAR COLLAGEN; ADULT;  AGED;  ARTICLE;  AUTOPSY;  CELL INFILTRATION;  CLINICAL ARTICLE;  COLLAGEN FIBER;  CONTROLLED STUDY;  FATALITY;  FEMALE;  HISTOPATHOLOGY;  HUMAN;  HUMAN TISSUE;  IMMUNOFLUORESCENCE TEST;  IMMUNOHISTOCHEMISTRY;  LUNG BLOOD VESSEL;  LUNG EMBOLISM;  LUNG FIBROBLAST;  LUNG FIBROSIS;  LYMPHOCYTE;  MALE;  MIDDLE AGED;  PATHOPHYSIOLOGY;  PRIORITY JOURNAL;  THROMBOCYTE AGGREGATION;  TIME OF DEATH;  VERY ELDERLY;  CAUSE OF DEATH;  CHEMISTRY;  FIBROBLAST;  MORTALITY;  PATHOLOGY;  PULMONARY ARTERY;  RETROSPECTIVE STUDY;  THROMBOSIS;  TIME FACTOR; 80 AND OVER;  FIBRILLAR COLLAGENS;  FIBROBLASTS;  HUMANS;  PULMONARY EMBOLISM;  RETROSPECTIVE STUDIES;  TIME FACTORS"	"ARTICLE"	"SARDU, C (CORRESPONDING AUTHOR), UNIV CAMPANIA LUIGI VANVITELLI, DEPT ADV MED \& SURG SCI, PIAZZA MIRAGLIA 2, I-80138 NAPLES, ITALY; MANSUETO, GELSOMINA; CAPASSO, EMANUELE; NIOLA, MASSIMO; PATERNOSTER, MARIANO, UNIV NAPLES FEDERICO II, DEPT ADV BIOMED SCI, LEGAL MED UNIT, NAPLES, ITALY; MANSUETO, GELSOMINA, UNIV NAPLES FEDERICO II, DEPT ADV BIOMED SCI, PATHOL UNIT, NAPLES, ITALY; COSTA, DARIO; NAPOLI, CLAUDIO, UNIV CAMPANIA LUIGI VANVITELLI, DIV CLIN IMMUNOL IMMUNOHEMATOL TRANSFUS MED \& TRA, UOC, CLIN DEPT INTERNAL MED \& SPECIALIST, NAPLES, ITALY; VARAVALLO, FEDERICA; BRUNITTO, GIUSEPPINA; CASERTA, ROSANNA; ESPOSITO, SALVATORE, AVERSA HOSP, UNIT PATHOL ANAT, CASERTA, ITALY; SARDU, CELESTINO; MARFELLA, RAFFAELE, UNIV CAMPANIA LUIGI VANVITELLI, DEPT ADV MED \& SURG SCI, PIAZZA MIRAGLIA 2, I-80138 NAPLES, ITALY"	"DEPARTMENT OF ADVANCED BIOMEDICAL SCIENCES, LEGAL MEDICINE UNIT, UNIVERSITY OF NAPLES FEDERICO II, NAPLES, ITALY;DEPARTMENT OF ADVANCED BIOMEDICAL SCIENCES, PATHOLOGY UNIT, UNIVERSITY OF NAPLES FEDERICO II, NAPLES, ITALY;CLINICAL DEPARTMENT OF INTERNAL MEDICINE AND SPECIALISTICS, U.O.C. DIVISION OF CLINICAL IMMUNOLOGY, IMMUNOHEMATOLOGY, TRANSFUSION MEDICINE AND TRANSPLANT IMMUNOLOGY, UNIVERSITY OF CAMPANIA \"LUIGI VANVITELLI\", NAPLES, ITALY;UNIT OF PATHOLOGICAL ANATOMY, AVERSA HOSPITAL, CASERTA, ITALY;DEPARTMENT OF ADVANCED MEDICAL AND SURGICAL SCIENCES, UNIVERSIT DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI, PIAZZA MIRAGLIA, 2, NAPLES, 80138, ITALY"	"BMC CARDIOVASCULAR DISORDERS"	"Scopus,WebOfScience"	"10.1186/s12872-019-1219-8"	"PULMONARY EMBOLISM; THROMBUS DATING; SUDDEN UNEXPECTED DEATH; FORENSIC; AUTOPSY; HISTOLOGY; FORENSIC AUTOPSY;  HISTOLOGY;  PULMONARY EMBOLISM;  SUDDEN UNEXPECTED DEATH;  THROMBUS DATING"
2000	"THE DETECTION AND ANALYSIS OF IGNITABLE LIQUID RESIDUES EXTRACTED FROM HUMAN SKIN USING SPME/GC"	"ALMIRALL JR;WANG J;LOTHRIDGE K;FURTON KG"	"FORENSIC SCIENCE; SOLID PHASE MICRO-EXTRACTION; FIRE-DEBRIS; FLAMMABLE; OR COMBUSTIBLE LIQUID RESIDUES; SKIN EXTRACTION"	"SOLID-PHASE MICROEXTRACTION; GAS-CHROMATOGRAPHY; SAMPLES; FIBERS"	""	""	"ARTICLE"	"ALMIRALL, JR (CORRESPONDING AUTHOR), FLORIDA INT UNIV, DEPT CHEM, INT FORENS RES INST, MIAMI, FL 33199 USA; FLORIDA INT UNIV, DEPT CHEM, INT FORENS RES INST, MIAMI, FL 33199 USA; NATL FORENS SCI TECHNOL CTR, ST PETERSBURG, FL USA"	""	"JOURNAL OF FORENSIC SCIENCES"	"WebOfScience"	""	"FORENSIC SCIENCE; SOLID PHASE MICRO-EXTRACTION; FIRE-DEBRIS; FLAMMABLE; OR COMBUSTIBLE LIQUID RESIDUES; SKIN EXTRACTION"
1985	"THE DIAGNOSIS OF DIFFUSE AXONAL INJURY IN ROUTINE AUTOPSY PRACTICE"	"SIMPSON RHW;BERSON DS;SHAPIRO HA"	""	""	"AUTOPSY;  DIFFUSE AXONAL INJURY;  HEAD INJURY"	"ADULT;  AUTOPSY;  BRAIN INJURY;  CASE REPORT;  CENTRAL NERVOUS SYSTEM;  DIAGNOSIS;  FORENSIC MEDICINE;  HEAD INJURY;  HISTOLOGY;  HISTOPATHOLOGY;  HUMAN;  INJURY;  LEGAL ASPECT;  NERVE FIBER;  NERVOUS SYSTEM;  PRIORITY JOURNAL;  SHORT SURVEY; ACCIDENTS; TRAFFIC;  ADULT;  AXONS;  BRAIN;  BRAIN CONCUSSION;  BRAIN DAMAGE; CHRONIC;  MALE"	"ARTICLE"	""	"DEPARTMENT OF NEUROPATHOLOGY, SCHOOL OF PATHOLOGY OF THE UNIVERSITY OF THE WITWATERSRAND AND THE SOUTH AFRICAN INSTITUTE FOR MEDICAL RESEARCH, P.O. BOX 1038, JOHANNESBURG, 2000 TRANSVAAL, SOUTH AFRICA, SOUTH AFRICA;DEPARTMENT OF FORENSIC MEDICINE, UNIVERSITY OF THE WITWATERSRAND, DEPARTMENT OF HEALTH, WELFARE AND PENSIONS, JOHANNESBURG, SOUTH AFRICA;UNIVERSITY OF SOUTH AFRICA, DEPARTMENT OF FORENSIC MEDICINE, UNIVERSITY OF THE WITWATERSRAND, JOHANNESBURG, SOUTH AFRICA"	"FORENSIC SCIENCE INTERNATIONAL"	"Scopus"	"10.1016/0379-0738(85)90142-2"	"AUTOPSY;  DIFFUSE AXONAL INJURY;  HEAD INJURY"
1997	"THE DIAGNOSIS OF DIFFUSE AXONAL INJURY: IMPLICATIONS FOR FORENSIC PRACTICE"	"GEDDES JF;VOWLES GH;BEER TW;ELLISON DW"	""	""	"DIFFUSE AXONAL INJURY;  FORENSIC MEDICINE;  HEAD INJURIES;  -AMYLOID PRECURSOR PROTEIN"	"AMYLOID PRECURSOR PROTEIN;  ANTIBODY;  BRAIN PROTEIN;  CD68 ANTIGEN;  GLIAL FIBRILLARY ACIDIC PROTEIN; ADOLESCENT;  ADULT;  AGED;  ANTIBODY LABELING;  ARTICLE;  BRAIN INJURY;  BRAIN ISCHEMIA;  BRAIN STEM;  CEREBELLUM TENTORIUM;  CLINICAL ARTICLE;  CORPUS CALLOSUM;  DIFFUSE AXONAL INJURY;  FEMALE;  FORENSIC MEDICINE;  HEAD INJURY;  HISTOLOGY;  HUMAN;  HUMAN TISSUE;  IMMUNOCYTOCHEMISTRY;  IMMUNOHISTOCHEMISTRY;  MALE;  MICROGLIA;  NERVE FIBER;  PRIORITY JOURNAL;  SCHOOL CHILD;  SURVIVAL TIME"	"ARTICLE"	""	"DEPARTMENT OF MORBID ANATOMY, ROYAL LONDON HOSPITAL, WHITECHAPEL, LONDON, UNITED KINGDOM;DEPARTMENT OF HISTOPATHOLOGY, SOUTHAMPTON GENERAL HOSPITAL, SOUTHAMPTON, UNITED KINGDOM;DEPARTMENT OF MORBID ANATOMY, ROYAL LONDON HOSPITAL, LONDON E1 1BB, UNITED KINGDOM"	"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY"	"Scopus"	"10.1111/j.1365-2990.1997.tb01305.x"	"DIFFUSE AXONAL INJURY;  FORENSIC MEDICINE;  HEAD INJURIES;  -AMYLOID PRECURSOR PROTEIN"
2010	"THE DIFFERENTIATION OF FIBRE- AND DRUG TYPE CANNABIS SEEDLINGS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY AND CHEMOMETRIC TOOLS"	"BROSUS J;ANGLADA F;ESSEIVA P;BROSEUS J;ANGLADA F;ESSEIVA P"	"CANNABIS; CANNABIS CHEMOTYPE; GAS CHROMATOGRAPHY-MASS SPECTROMETRY; SUPPORT VECTOR MACHINES"	"MARIJUANA"	"CANNABIS;  CANNABIS CHEMOTYPE;  GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  SUPPORT VECTOR MACHINES"	"CANNABIS; AGRICULTURE;  ARTICLE;  CHEMOMETRIC ANALYSIS;  CLASSIFICATION;  CONTROLLED STUDY;  FALSE POSITIVE RESULT;  FIBER;  MASS FRAGMENTOGRAPHY;  NONHUMAN;  PLANT GROWTH;  PLANT LEAF;  PLANT SEED;  PRIORITY JOURNAL;  SUPPORT VECTOR MACHINE;  SWITZERLAND"	"ARTICLE"	"ESSEIVA, P (CORRESPONDING AUTHOR), UNIV LAUSANNE, SCH CRIMINAL SCI, INST POLICE SCI, CH-1015 LAUSANNE, SWITZERLAND; BROSEUS, JULIAN; ANGLADA, FREDERIC; ESSEIVA, PIERRE, UNIV LAUSANNE, SCH CRIMINAL SCI, INST POLICE SCI, CH-1015 LAUSANNE, SWITZERLAND"	"INSTITUT DE POLICE SCIENTIFIQUE, SCHOOL OF CRIMINAL SCIENCES, BATOCHIME, UNIVERSITY OF LAUSANNE, 1015 LAUSANNE-DORIGNY, SWITZERLAND"	"FORENSIC SCIENCE INTERNATIONAL"	"Scopus,WebOfScience"	"10.1016/j.forsciint.2010.03.034"	"CANNABIS; CANNABIS CHEMOTYPE; GAS CHROMATOGRAPHY-MASS SPECTROMETRY; SUPPORT VECTOR MACHINES; CANNABIS;  CANNABIS CHEMOTYPE;  GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  SUPPORT VECTOR MACHINES"
1995	"THE DIFFERENTIATION OF ILLICIT METHAQUALONE TABLET FORMULATIONS USING PRINCIPAL COMPONENT AND SOFT INDEPENDENT MODELING OF CLASS ANALOGY ANALYSIS OF THEIR NEAR-INFRARED REFLECTANCE SPECTRA"	"VAN ZYL EF;LOUW M;VANZYL EF;LOUW M"	"FORENSIC SCIENCE; CRIMINALISTICS; PRINCIPAL COMPONENT ANALYSIS; SOFT; INDEPENDENT MODELING OF CLASS ANALOGY; NEAR INFRARED SPECTROSCOPY; ILLICIT METHAQUALONE TABLET FORMULATIONS; DRUG SAMPLE DIFFERENTIATION"	""	"CRIMINALISTICS;  DRUG SAMPLE DIFFERENTIATION;  FORENSIC SCIENCE;  ILLICIT METHAQUALONE TABLET FORMULATIONS;  NEAR-INFRARED SPECTROSCOPY;  PRINCIPAL COMPONENT ANALYSIS;  SOFT INDEPENDENT MODELING OF CLASS ANALOGY"	"ILLICIT DRUG;  METHAQUALONE; ARTICLE;  DRUG ANALYSIS;  DRUG SCREENING;  FORENSIC SCIENCE;  MODEL;  PRIORITY JOURNAL;  SPECTROSCOPY"	"ARTICLE"	"VANZYL, EF (CORRESPONDING AUTHOR), FORENS SCI LAB,PRIVATE BAG X620,PRETORIA 0001,SOUTH AFRICA"	"FORENSIC SCIENCE LABORATORY, PRETORIA 0001, SOUTH AFRICA"	"JOURNAL OF FORENSIC SCIENCES"	"Scopus,WebOfScience"	"10.1520/jfs13879j"	"FORENSIC SCIENCE; CRIMINALISTICS; PRINCIPAL COMPONENT ANALYSIS; SOFT; INDEPENDENT MODELING OF CLASS ANALOGY; NEAR INFRARED SPECTROSCOPY; ILLICIT METHAQUALONE TABLET FORMULATIONS; DRUG SAMPLE DIFFERENTIATION; CRIMINALISTICS;  DRUG SAMPLE DIFFERENTIATION;  FORENSIC SCIENCE;  ILLICIT METHAQUALONE TABLET FORMULATIONS;  NEAR-INFRARED SPECTROSCOPY;  PRINCIPAL COMPONENT ANALYSIS;  SOFT INDEPENDENT MODELING OF CLASS ANALOGY"
2017	"THE DIFFERENTIATION OF MENSTRUAL FROM VENOUS BLOOD AND OTHER BODY FLUIDS ON VARIOUS SUBSTRATES USING ATR FT-IR SPECTROSCOPY"	"QUINN AA;ELKINS KM"	""	""	"ATTENUATED TOTAL REFLECTANCE FOURIER TRANSFORM INFRARED (ATR FT-IR) SPECTROSCOPY;  BREASTMILK;  FORENSIC SCIENCE;  MENSTRUAL BLOOD;  SALIVA;  SEMEN;  VENOUS BLOOD"	"GLASS;  NYLON; BLOOD ANALYSIS;  BREAST MILK;  CHEMISTRY;  COTTON;  FEMALE;  FORENSIC SCIENCE;  HUMAN;  INFRARED SPECTROSCOPY;  MALE;  MENSTRUATION;  PAPER;  SALIVA;  SPERM;  WOOD; BLOOD CHEMICAL ANALYSIS;  COTTON FIBER;  FORENSIC SCIENCES;  GLASS;  HUMANS;  MILK; HUMAN;  NYLONS;  SEMEN;  SPECTROSCOPY; FOURIER TRANSFORM INFRARED"	"ARTICLE"	""	"CHEMISTRY DEPARTMENT, FORENSIC SCIENCE PROGRAM, TOWSON UNIVERSITY, 8000 YORK ROAD, TOWSON, MD  21252, UNITED STATES"	"JOURNAL OF FORENSIC SCIENCES"	"Scopus"	"10.1111/1556-4029.13250"	"ATTENUATED TOTAL REFLECTANCE FOURIER TRANSFORM INFRARED (ATR FT-IR) SPECTROSCOPY;  BREASTMILK;  FORENSIC SCIENCE;  MENSTRUAL BLOOD;  SALIVA;  SEMEN;  VENOUS BLOOD"
