"TI"	"PY"	"AU"	"DEW"	"IDW"	"DES"	"IDS"	"C1W"	"C1"	"C1S"	"DOI"	"SO"	"DT"	"Coder"	"DE"
"THEORY OF INFRARED MICROSPECTROSCOPY FOR INTACT FIBERS"	2011	"DAVIS BJ;SCOTT CARNEY P;BHARGAVA R;CARNEY PS"	""	"FORENSIC ANALYSIS; MICROSCOPY; ORIENTATION; FIELD; RAMAN; HAIR"	""	"BULK SPECTRA;CENTRAL WAVELENGTH;COMPLEX MATERIALS;CYLINDRICAL DOMAIN;CYLINDRICAL SAMPLES;CYLINDRICAL STRUCTURE;FIBER COMPOSITE;FORENSIC ANALYSIS;IN-FIBER;INFRARED MICRO-SPECTROSCOPY;IR MICRO-SPECTROSCOPY;MICROSTRUCTURE AND MECHANICAL PROPERTIES;MOLECULAR ANALYSIS;MOLECULAR IDENTIFICATION;OPTICAL THEORY;SMALL SAMPLES;SPECTRAL DISTORTIONS;SPECTRAL PROPERTIES;SPECTRAL RESPONSE;CHEMICAL ANALYSIS;CYLINDERS (SHAPES);FIBERS;MECHANICAL PROPERTIES;MICROOPTICS;COSMETIC;STREET DRUG;ALGORITHM;ARTICLE;CHEMISTRY;HAIR;INFRARED SPECTROPHOTOMETRY;METHODOLOGY;THEORETICAL MODEL;ALGORITHMS;COSMETICS;MODELS;THEORETICAL;SPECTROPHOTOMETRY;INFRARED;STREET DRUGS"	"BHARGAVA, R (CORRESPONDING AUTHOR), CREARE RES \& DEV INC, POB 71, HANOVER, NH 03755 USA; CARNEY, P SCOTT, UNIV ILLINOIS, DEPT ELECT \& COMP ENGN, URBANA, IL USA; DAVIS, BRYNMOR J; BHARGAVA, ROHIT, UNIV ILLINOIS, DEPT BIOENGN, URBANA, IL USA; DAVIS, BRYNMOR J; CARNEY, P SCOTT; BHARGAVA, ROHIT, UNIV ILLINOIS, BECKMAN INST ADV SCI \& TECHNOL, URBANA, IL USA"	"DEPARTMENT OF BIOENGINEERING,BECKMAN INSTITUTE FOR ADVANCED SCIENCE AND TECHNOLOGY,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,URBANA,IL,UNITED STATES; DEPARTMENT OF ELECTRICAL AND COMPUTER ENGINEERING,UNITED STATES; CREARE INC.,P.O. BOX 71,HANOVER,NH 03755,UNITED STATES"	"DEPARTMENT OF BIOENGINEERING,BECKMAN INSTITUTE FOR ADVANCED SCIENCE AND TECHNOLOGY,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,URBANA,IL,UNITED STATES; DEPARTMENT OF ELECTRICAL AND COMPUTER ENGINEERING,UNITED STATES; CREARE INC.,P.O. BOX 71,HANOVER,NH 03755,UNITED STATES"	"10.1021/ac102239b"	"ANALYTICAL CHEMISTRY"	"ARTICLE"	"Scopus,WebOfScience"	""
"THERMAL ANALYSIS IN FORENSIC SCIENCE"	1985	"LOMBARDI G"	""	""	""	"NA"	NA	"DIPARTIMENTO DI SCIENZE DELLA TERRA,UNIVERSIT DEGLI STUDI DI ROMA LA SAPIENZA,ROME,ITALY"	"DIPARTIMENTO DI SCIENZE DELLA TERRA,UNIVERSIT DEGLI STUDI DI ROMA LA SAPIENZA,ROME,ITALY"	"10.1016/0040-6031(85)85080-2"	"THERMOCHIMICA ACTA"	"ARTICLE"	"Scopus"	""
"THERMAL INJURIES DUE TO THE MUZZLE FLASH FROM STARTER'S PISTOLS [THERMISCHE VERLETZUNGEN DURCH DEN FEUERSTRAHL VON SCHRECKSCHUSSWAFFEN]"	1998	"ROTHSCHILD MA;JUNGK J;SCHNEIDER V"	""	""	"BLANK CARTRIDGES;  MUZZLE FLASH;  STARTER'S PISTOLS;  THERMAL INJURIES;  WOUND BALLISTIC"	"ARTICLE;BALLISTICS;BURN;FORENSIC IDENTIFICATION"	NA	"INSTITUT FUR RECHTSMEDIZIN,FREIE UNIVERSITAT BERLIN,HITTORFSTRASSE 18,D-14 195 BERLIN,GERMANY"	"INSTITUT FUR RECHTSMEDIZIN,FREIE UNIVERSITAT BERLIN,HITTORFSTRASSE 18,D-14 195 BERLIN,GERMANY"	"10.1007/s001940050070"	"RECHTSMEDIZIN"	"ARTICLE"	"Scopus"	";BLANK CARTRIDGES;MUZZLE FLASH;STARTER'S PISTOLS;THERMAL INJURIES;WOUND BALLISTIC"
"THERMAL SHRINKAGE OF SMALL SINGLE ACRYLIC FIBERS - A TECHNIQUE OF FORENSIC POTENTIAL"	1983	"BRESEE RR;ORR CL"	""	""	"ACRYLIC;  FIBER;  FORENSIC;  SHRINKAGE"	"ACRYL;DIAGNOSIS;FIBER;FORENSIC SCIENCE;IDENTIFICATION;LEGAL ASPECT;NONBIOLOGICAL MODEL"	"BRESEE, RR (CORRESPONDING AUTHOR), KANSAS STATE UNIV AGR \& APPL SCI,DEPT CLOTHING TEXT \& INTERIOR DESIGN,MANHATTAN,KS 66506, USA"	"DEPARTMENT OF CLOTHING,TEXTILES AND INTERIOR DESIGN,KANSAS AGRICULTURAL EXPERIMENT STATION,KANSAS STATE UNIVERSITY,MANHATTAN,KS,UNITED STATES"	"DEPARTMENT OF CLOTHING,TEXTILES AND INTERIOR DESIGN,KANSAS AGRICULTURAL EXPERIMENT STATION,KANSAS STATE UNIVERSITY,MANHATTAN,KS,UNITED STATES"	"10.1016/0379-0738(83)90128-7"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus,WebOfScience"	";ACRYLIC;FIBER;FORENSIC;SHRINKAGE"
"THERMOMECHANICAL EXAMINATION OF FABRIC COMPOSED OF SYNTHETIC POLYMERS"	1979	"MARTINELLI MR;MAYER SW;JONES PF"	""	""	""	"FIBER;FORENSIC MEDICINE;LEGAL ASPECT;SYNTHETIC FIBER;THEORETICAL STUDY"	NA	"ANALYT. SCI. DEPT.,IVAN A. GETTING LAB.,AEROSPACE CORP.,EL SEGUNDO,CALIF.,UNITED STATES"	"ANALYT. SCI. DEPT.,IVAN A. GETTING LAB.,AEROSPACE CORP.,EL SEGUNDO,CALIF.,UNITED STATES"	"10.1520/jfs10799j"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"Scopus"	""
"THIN-LAYER CHROMATOGRAPHIC ANALYSIS OF FIBRE-TIP PEN INKS"	1979	"VERMA RS;PRASAD KN;MISRA GJ"	""	""	""	"INK;FORENSIC MEDICINE;THIN LAYER CHROMATOGRAPHY"	NA	"CENTRAL FORENSIC SCIENCE LABORATORY,CHANDIGARH,INDIA"	"CENTRAL FORENSIC SCIENCE LABORATORY,CHANDIGARH,INDIA"	"10.1016/0379-0738(79)90264-0"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus"	""
"THIN-LAYER CHROMATOGRAPHY OF DYES EXTRACTED FROM CELLULOSIC FIBRES"	1981	"HOME JM;DUDLEY RJ"	""	""	""	"DYE;FIBER;FORENSIC MEDICINE;THIN LAYER CHROMATOGRAPHY"	NA	"HOME OFFICE CENTRAL RESEARCH ESTABLISHMENT,ALDERMASTON,NR. READING,,BERKSHIRE BERKSHIRE RG7 4PN,UNITED KINGDOM"	"HOME OFFICE CENTRAL RESEARCH ESTABLISHMENT,ALDERMASTON,NR. READING,,BERKSHIRE BERKSHIRE RG7 4PN,UNITED KINGDOM"	"10.1016/0379-0738(81)90191-2"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus"	""
"THIN-LAYER CHROMATOGRAPHY OF DYES EXTRACTED FROM POLYESTER, NYLON AND POLYACRYLONITRILE FIBRES"	1981	"BEATTIE IB;ROBERTS HL;DUDLEY RJ"	""	""	""	"DYE;NYLON;POLYACRYLONITRILE;POLYESTER;FIBER;FORENSIC MEDICINE;THIN LAYER CHROMATOGRAPHY"	NA	"HOME OFFICE CENTRAL RESEARCH ESTABLISHMENT,ALDERMASTON,NR. READING,,BERKSHIRE BERKSHIRE RG7 4PN,UNITED KINGDOM"	"HOME OFFICE CENTRAL RESEARCH ESTABLISHMENT,ALDERMASTON,NR. READING,,BERKSHIRE BERKSHIRE RG7 4PN,UNITED KINGDOM"	"10.1016/0379-0738(81)90190-0"	"FORENSIC SCIENCE INTERNATIONAL"	"ARTICLE"	"Scopus"	""
"THIN LAYER CHROMATOGRAPHY OF AZOIC DYES EXTRACTED FROM COTTON FIBRES"	1990	"LAING DK;HARTSHORNE AW;BENNETT DC"	""	""	"AZOIC DYES;  COTTON FIBRES;  THIN LAYER CHROMATOGRAPHY"	"DYE;ARTICLE;COTTON;FIBER;THIN LAYER CHROMATOGRAPHY"	NA	"CENTRAL RESEARCH AND SUPPORT ESTABLISHMENT,HOME OFFICE FORENSIC SCIENCE SERVICE,ALDERMASTON,READING,BERKSHIRE,RG7 4PN,UNITED KINGDOM"	"CENTRAL RESEARCH AND SUPPORT ESTABLISHMENT,HOME OFFICE FORENSIC SCIENCE SERVICE,ALDERMASTON,READING,BERKSHIRE,RG7 4PN,UNITED KINGDOM"	"10.1016/S0015-7368(90)73359-2"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"NOTE"	"Scopus"	";AZOIC DYES;COTTON FIBRES;THIN LAYER CHROMATOGRAPHY"
"THIRD CONFERENCE OF THE EUROPEAN ACADEMY OF FORENSIC SCIENCES: ISTANBUL (TURKEY), 22-27 SEPTEMBER, 2003 [TRZECIA KONFERENCJA EUROPEJSKIEJ AKADEMII NAUK SADOWYCH, STAMBU (TURCJA), 22-27 WRZENIA 2003 ROKU]"	2004	"NA NA"	""	""	""	"ACCREDITATION;CONFERENCE PAPER;CRIME;DATA BASE;DNA DETERMINATION;DOCUMENT EXAMINATION;DRUG ABUSE;ETHICS;FINGER DERMATOGLYPHICS;FIREARM;FORENSIC MEDICINE;FORENSIC SCIENCE;GOOD LABORATORY PRACTICE;HANDWRITING;HUMAN;MEDICAL EDUCATION;MEDICAL RESEARCH;MICROSPECTROPHOTOMETRY;ODONTOLOGY;PSYCHIATRY;PSYCHOLOGY;QUALITY CONTROL;TEXTILE FIBER;TOXICOLOGY;TRAFFIC ACCIDENT"	NA	"NA"	"NA"	""	"Z ZAGADNIEN NAUK SADOWYCH"	"CONFERENCE PAPER"	"Scopus"	""
"THM PYGC-MS OF WOOD FRAGMENT AND VEGETABLE FIBRE FORENSIC SAMPLES"	2009	"KRISTENSEN R;COULSON SA;GORDON A"	"THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS; CHROMATOGRAPHY-MASS SPECTROMETRY; TETRAMETHYLAMMONIUM HYDROXIDE; WOOD; FIBRES; LIGNIN; SYRINGYL/GUAIACYL RATIO; CINNAMYL/GUAIACYL RATIO; PRINCIPLE COMPONENT ANALYSIS; HIERARCHICAL CLUSTER ANALYSIS"	"THERMALLY ASSISTED HYDROLYSIS; CHROMATOGRAPHY-MASS-SPECTROMETRY;; TETRAMETHYLAMMONIUM HYDROXIDE TMAH; GAS-CHROMATOGRAPHY; LIGNIN;; THERMOCHEMOLYSIS; METHYLATION; GC/MS; ACIDS; EXTRACTIVES"	"CINNAMYL/GUAIACYL RATIO;  FIBRES;  HIERARCHICAL CLUSTER ANALYSIS;  LIGNIN;  PRINCIPLE COMPONENT ANALYSIS;  SYRINGYL/GUAIACYL RATIO;  TETRAMETHYLAMMONIUM HYDROXIDE;  THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  WOOD"	"ALKYLATION;CLUSTER ANALYSIS;DRUG PRODUCTS;FIBERS;FORENSIC SCIENCE;GAS CHROMATOGRAPHY;HARDWOODS;HIERARCHICAL SYSTEMS;HYDROLYSIS;ION CHROMATOGRAPHY;LIGNIN;MASS SPECTROMETRY;METHYLATION;PYROLYSIS;SOFTWOODS;TEXTILE FIBERS;VEGETABLES;WOOD;CINNAMYL/GUAIACYL RATIO;HIERARCHICAL CLUSTER ANALYSIS;PRINCIPLE COMPONENT ANALYSIS;PYROLYSIS-GAS CHROMATOGRAPHY- MASS SPECTROMETRIES;SYRINGYL/GUAIACYL RATIO;TETRAMETHYL AMMONIUM HYDROXIDE;PRINCIPAL COMPONENT ANALYSIS;CHROMATOGRAPHY;LIGNINS;MASS SPECTROMETERS;PHENOLS"	"KRISTENSEN, R (CORRESPONDING AUTHOR), INST ENVIRONM SCI \& RES LTD, PRIVATE BAG 92021, AUCKLAND, NEW ZEALAND; KRISTENSEN, REBECCA; COULSON, SALLY; GORDON, AMANDA, INST ENVIRONM SCI \& RES LTD, AUCKLAND, NEW ZEALAND"	"INSTITUTE OF ENVIRONMENTAL SCIENCE,RESEARCH LIMITED,PRIVATE BAG 92021,AUCKLAND,NEW ZEALAND"	"INSTITUTE OF ENVIRONMENTAL SCIENCE,RESEARCH LIMITED,PRIVATE BAG 92021,AUCKLAND,NEW ZEALAND"	"10.1016/j.jaap.2009.04.009"	"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS"	"ARTICLE"	"Scopus,WebOfScience"	"THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS;CHROMATOGRAPHY-MASS SPECTROMETRY;TETRAMETHYLAMMONIUM HYDROXIDE;WOOD;FIBRES;LIGNIN;SYRINGYL/GUAIACYL RATIO;CINNAMYL/GUAIACYL RATIO;PRINCIPLE COMPONENT ANALYSIS;HIERARCHICAL CLUSTER ANALYSIS;THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY"
"THORACIC AORTIC DISSECTION. DEATH MAY NOT ALWAYS BE DUE TO RUPTURE WITH HAEMORRHAGE. UNUSUAL COMPLICATIONS WHICH CAN BE MISSED AT AUTOPSY"	2018	"SUBRAMANIAM K;SHEPPARD MN"	""	""	""	"ELASTIN;ADULT;AORTIC DISSECTION;AORTIC RUPTURE;ARTICLE;AUTOPSY;AVULSION INJURY;BLEEDING;CAUSE OF DEATH;CORONARY SINUS;FEMALE;HEART MUSCLE ISCHEMIA;HEMATOMA;HEMATOTHORAX;HEMOPERITONEUM;HUMAN;HUMAN TISSUE;LEFT CORONARY ARTERY;MALE;MICROSCOPY;MUSCLE ATROPHY;RETROSPECTIVE STUDY;SMOOTH MUSCLE;THORACIC AORTA;TISSUE SECTION;AORTIC ANEURYSM;CORONARY BLOOD VESSEL;DISSECTING ANEURYSM;FORENSIC PATHOLOGY;INJURIES;PATHOLOGY;PERICARDIAL EFFUSION;ANEURYSM;DISSECTING;AORTA;THORACIC;CORONARY VESSELS;HEMOTHORAX;HUMANS;RETROSPECTIVE STUDIES"	NA	"CARDIAC RISK IN THE YOUNG DEPARTMENT OF CARDIOVASCULAR PATHOLOGY,CARDIOVASCULAR SCIENCES RESEARCH CENTRE,ST GEORGE'S UNIVERSITY OF LONDON,LONDON,UNITED KINGDOM; THE ACADEMY OF FORENSIC MEDICAL SCIENCES,BARTS AND THE LONDON,UNITED KINGDOM; ST GEORGE'S HOSPITAL NHS TRUST,UNITED KINGDOM; NATIONAL INSTITUTE OF FORENSIC MEDICINE MALAYSIA,HOSPITAL KUALA LUMPUR,MALAYSIA"	"CARDIAC RISK IN THE YOUNG DEPARTMENT OF CARDIOVASCULAR PATHOLOGY,CARDIOVASCULAR SCIENCES RESEARCH CENTRE,ST GEORGE'S UNIVERSITY OF LONDON,LONDON,UNITED KINGDOM; THE ACADEMY OF FORENSIC MEDICAL SCIENCES,BARTS AND THE LONDON,UNITED KINGDOM; ST GEORGE'S HOSPITAL NHS TRUST,UNITED KINGDOM; NATIONAL INSTITUTE OF FORENSIC MEDICINE MALAYSIA,HOSPITAL KUALA LUMPUR,MALAYSIA"	"10.1016/j.jflm.2018.01.005"	"JOURNAL OF FORENSIC AND LEGAL MEDICINE"	"ARTICLE"	"Scopus"	""
"TIME-DEPENDENT CHANGES OF PATHOLOGY AFTER SKELETAL MUSCLE INJURY IN RATS"	2014	"YU T-S;GUAN D-W;LIU L;ZHAO R;ZHANG H-D;BAI R-F;GUO Z;ZHANG Y;ZHANG Z;WU D"	""	""	"COLLAGEN FIBERS DEPOSITION;  FIBROBLASTIC CELLS;  FORENSIC PATHOLOGY;  MONONUCLEAR CELLS;  POLYMORPHONUCLEAR LEUKOCYTES;  WOUND AGE DETERMINATION"	"EOSIN;HEMATOXYLIN;AGE DETERMINATION;ANGIOGENESIS;ANIMAL EXPERIMENT;ANIMAL MODEL;ANIMAL TISSUE;ARTICLE;CELL REGENERATION;COLLAGEN FIBER;CONTROLLED STUDY;GENERAL DEVICE;HISTOPATHOLOGY;IMAGE ANALYSIS;INFLAMMATORY CELL;INFLAMMATORY INFILTRATE;LIMB;MALE;MOLECULAR PATHOLOGY;MONONUCLEAR CELL;MUSCLE BLEEDING;MUSCLE CELL;MUSCLE FIBRIL;MUSCLE INJURY;MUSCLE NECROSIS;NONHUMAN;POLYMORPHONUCLEAR CELL;RAT;STAINING;TISSUE DEGENERATION;WEIGHT DROP DEVICE"	NA	"CENTER OF COLLABORATIVE INNOVATION FOR JUDICIAL CIVILIZATION,BEIJING,100192,CHINA; KEY LABORATORY OF EVIDENCE SCIENCE,CUPL,MINISTRY OF EDUCATION,CHINA; DEPARTMENT OF FORENSIC PATHOLOGY,SCHOOL OF FORENSIC MEDICINE,CHINA MEDICAL UNIVERSITY,SHENYANG,110001,CHINA; FORENSIC MEDICAL EXAMINATION AND IDENTIFICATION CENTER,BEIJING PUBLIC SECURITY BUREAU,100085,CHINA"	"CENTER OF COLLABORATIVE INNOVATION FOR JUDICIAL CIVILIZATION,BEIJING,100192,CHINA; KEY LABORATORY OF EVIDENCE SCIENCE,CUPL,MINISTRY OF EDUCATION,CHINA; DEPARTMENT OF FORENSIC PATHOLOGY,SCHOOL OF FORENSIC MEDICINE,CHINA MEDICAL UNIVERSITY,SHENYANG,110001,CHINA; FORENSIC MEDICAL EXAMINATION AND IDENTIFICATION CENTER,BEIJING PUBLIC SECURITY BUREAU,100085,CHINA"	"10.13618/j.issn.1001-5728.2014.05.009"	"CHINESE JOURNAL OF FORENSIC MEDICINE"	"ARTICLE"	"Scopus"	";COLLAGEN FIBERS DEPOSITION;FIBROBLASTIC CELLS;FORENSIC PATHOLOGY;MONONUCLEAR CELLS;POLYMORPHONUCLEAR LEUKOCYTES;WOUND AGE DETERMINATION"
"TIME-OF-FLIGHT-SECONDARY ION MASS SPECTROMETRY METHOD DEVELOPMENT FOR HIGH-SENSITIVITY ANALYSIS OF ACID DYES IN NYLON FIBERS"	2012	"ZHOU C;LI M;GARCIA R;CRAWFORD A;BECK KR;HINKS D;GRIFFIS DP;CRAWFORD K"	""	"TOF-SIMS; IDENTIFICATION"	""	"DATA ACQUISITION;DYES;ION BEAMS;ION SOURCES;IONS;POLYAMIDES;RAYON;SECONDARY EMISSION;SENSITIVITY ANALYSIS;SIGNAL TO NOISE RATIO;SURFACE ANALYSIS;TEXTILE FINISHING;DESTRUCTIVE TECHNIQUES;FIBER IDENTIFICATIONS;FIBER-CROSS-SECTION ANALYSIS;FORENSIC INVESTIGATION;HIGH-SENSITIVITY ANALYSIS;METHOD DEVELOPMENT;SURFACE CONTAMINATIONS;TIME OF FLIGHT SECONDARY ION MASS SPECTROMETRY;SECONDARY ION MASS SPECTROMETRY"	"ZHOU, CZ (CORRESPONDING AUTHOR), N CAROLINA STATE UNIV, ANALYT INSTRUMENTAT FACIL, COLL ENGN, CAMPUS BOX 7531,ROOM 318 MRC,2410 CAMPUS SHORE DR, RALEIGH, NC 27695 USA; ZHOU, CHUANZHEN; GARCIA, ROBERTO; GRIFFIS, DIETER P, N CAROLINA STATE UNIV, ANALYT INSTRUMENTAT FACIL, COLL ENGN, RALEIGH, NC 27695 USA; LI, MIN; CRAWFORD, ANNE; BECK, KEITH; HINKS, DAVID, N CAROLINA STATE UNIV, DEPT TEXT ENGN CHEM \& SCI, COLL TEXT, RALEIGH, NC 27695 USA"	"ANALYTICAL INSTRUMENTATION FACILITY,COLLEGE OF ENGINEERING,NORTH CAROLINA STATE UNIVERSITY,2410 CAMPUS SHORE DRIVE,RALEIGH,NC 27695,UNITED STATES; DEPARTMENT OF TEXTILE ENGINEERING,CHEMISTRY AND SCIENCE,COLLEGE OF TEXTILES,UNITED STATES; 9212 GREEN LEVEL CHURCH ROAD,CARY,NC 27519,UNITED STATES"	"ANALYTICAL INSTRUMENTATION FACILITY,COLLEGE OF ENGINEERING,NORTH CAROLINA STATE UNIVERSITY,2410 CAMPUS SHORE DRIVE,RALEIGH,NC 27695,UNITED STATES; DEPARTMENT OF TEXTILE ENGINEERING,CHEMISTRY AND SCIENCE,COLLEGE OF TEXTILES,UNITED STATES; 9212 GREEN LEVEL CHURCH ROAD,CARY,NC 27519,UNITED STATES"	"10.1021/ac3025569"	"ANALYTICAL CHEMISTRY"	"ARTICLE"	"Scopus,WebOfScience"	""
"TIME DOMAIN NUCLEAR MAGNETIC RESONANCE: A KEY COMPLEMENTARY TECHNIQUE FOR THE FORENSIC DIFFERENTIATION OF FOAM TRACES"	2013	"MAURI M;DIBBANTI MK;CALZAVARA L;SIMONUTTI R;CAUSIN V"	""	"POLYURETHANE FOAM; SPIN-DIFFUSION; PLASTIC BAGS; LOW-FIELD; NMR; FIBERS"	""	""	"SIMONUTTI, R (CORRESPONDING AUTHOR), UNIV MILANO BICOCCA, DIPARTIMENTO SCI MAT, VIA COZZI 53, I-20125 MILAN, ITALY; MAURI, MICHELE; DIBBANTI, MURALI KRISHNA; MAURI, LUCIO; SIMONUTTI, ROBERTO, UNIV MILANO BICOCCA, DIPARTIMENTO SCI MAT, I-20125 MILAN, ITALY; CALZAVARA, MATTEO; CAUSIN, VALERIO, UNIV PADUA, DIPARTIMENTO SCI CHIM, I-35131 PADUA, ITALY"	"SIMONUTTI, R (CORRESPONDING AUTHOR), UNIV MILANO BICOCCA, DIPARTIMENTO SCI MAT, VIA COZZI 53, I-20125 MILAN, ITALY; MAURI, MICHELE; DIBBANTI, MURALI KRISHNA; MAURI, LUCIO; SIMONUTTI, ROBERTO, UNIV MILANO BICOCCA, DIPARTIMENTO SCI MAT, I-20125 MILAN, ITALY; CALZAVARA, MATTEO; CAUSIN, VALERIO, UNIV PADUA, DIPARTIMENTO SCI CHIM, I-35131 PADUA, ITALY"	NA	"10.1039/c3ay40330k"	"ANALYTICAL METHODS"	"ARTICLE"	"WebOfScience"	""
"TIME SINCE DISCHARGE OF PISTOLS AND REVOLVERS"	2003	"ANDRASKO J;STHLING S;STAHLING S"	"FORENSIC SCIENCE; FIREARMS; TIME SINCE DISCHARGE; SPME; GC; GC-TEA; FIREARM DISCHARGE RESIDUES; PISTOLS; REVOLVERS"	""	"FIREARM DISCHARGE RESIDUES;  FIREARMS;  FORENSIC SCIENCE;  GC;  GC-TEA;  PISTOLS;  REVOLVERS;  SPME;  TIME SINCE DISCHARGE"	"ANALYTIC METHOD;ARTICLE;BALLISTICS;DECOMPOSITION;FORENSIC SCIENCE;GAS CHROMATOGRAPHY;GUNSHOT INJURY;PRIORITY JOURNAL;RESIDUE ANALYSIS;SAMPLING;SOLID PHASE MICROEXTRACTION;TECHNIQUE;THERMAL ANALYSIS"	"ANDRASKO, J (CORRESPONDING AUTHOR), SKL, NATL LAB FORENS SCI, S-58194 LINKOPING, SWEDEN; SKL, NATL LAB FORENS SCI, S-58194 LINKOPING, SWEDEN"	"SKL,NATL. LABORATORY OF FORENSIC SCIENCE,S-58194 LINKOPING,SWEDEN"	"SKL,NATL. LABORATORY OF FORENSIC SCIENCE,S-58194 LINKOPING,SWEDEN"	"10.1520/jfs2002035"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;FIREARMS;TIME SINCE DISCHARGE;SPME;GC;GC-TEA;FIREARM DISCHARGE RESIDUES;PISTOLS;REVOLVERS"
"TIME SINCE DISCHARGE OF SHOTGUN SHELLS"	2003	"WILSON JD;TEBOW JD;MOLINE KW"	"FORENSIC SCIENCE; FIREARMS; TIME SINCE DISCHARGE; SPME; SHOTGUNS; FIREARM DISCHARGE RESIDUES; GC-MS; SPENT CARTRIDGES"	""	"FIREARM DISCHARGE RESIDUES;  FIREARMS;  FORENSIC SCIENCE;  GC-MS;  SHOTGUNS;  SPENT CARTRIDGES;  SPME;  TIME SINCE DISCHARGE"	"NAPHTHALENE;ARTICLE;BULLET;COMBUSTION;CONCENTRATION (PARAMETERS);DESORPTION;FIREARM;GAS CHROMATOGRAPHY;MASS SPECTROMETRY;PRIORITY JOURNAL;ROOM TEMPERATURE;SOLID PHASE MICROEXTRACTION"	"WILSON, JD (CORRESPONDING AUTHOR), UNIV WISCONSIN, RIVER FALLS, WI 54022 USA; UNIV WISCONSIN, RIVER FALLS, WI 54022 USA; BUR CRIMINAL APPREHENS, ST PAUL, MN USA"	"UNIVERSITY OF WISCONSIN RIVER FALLS,RIVER FALLS,WI,UNITED STATES; BUREAU OF CRIMINAL APPREHENSION,ST. PAUL,MN,UNITED STATES; 1001 N VERMONT #803,ARLINGTON,VA 22201,UNITED STATES"	"UNIVERSITY OF WISCONSIN RIVER FALLS,RIVER FALLS,WI,UNITED STATES; BUREAU OF CRIMINAL APPREHENSION,ST. PAUL,MN,UNITED STATES; 1001 N VERMONT #803,ARLINGTON,VA 22201,UNITED STATES"	"10.1520/jfs2003119"	"JOURNAL OF FORENSIC SCIENCES"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;FIREARMS;TIME SINCE DISCHARGE;SPME;SHOTGUNS;FIREARM DISCHARGE RESIDUES;GC-MS;SPENT CARTRIDGES"
