Authors	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Author Keywords	Index Keywords	Document Type	Publication Stage	Access Type	Source	EID
"Kotsiuba A.E., Babich E.V., Chertok V.M."	6507105826;26029699500;7004120293;	Vasomotor innervation of the human pia mater in arterial hypertension	2009	Zhurnal Nevrologii i Psihiatrii imeni S.S. Korsakova	109	9		56	62		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949114962&partnerID=40&md5=fba5252ccc4051e988c0be61f72a515c	Adrenergic nervous fibers; Arterial hypertension; Medial cerebral artery; Nitric oxide; Pia mater; Vasomotor innervation	adrenergic system; adult; article; autopsy; blood vessel diameter; controlled study; histochemistry; human; human tissue; hypertension; male; middle cerebral artery; nerve plexus; pia mater; sympathetic innervation; varicosis; adolescent; adrenergic nerve; cadaver; comparative study; innervation; middle cerebral artery; pathology; Adolescent; Adrenergic Fibers; Adult; Cadaver; Humans; Hypertension; Male; Middle Cerebral Artery; Pia Mater; Young Adult	Article	Final		Scopus	2-s2.0-73949114962
"Weyermann C., Gueissaz L., Lefeuvre A., Curchod J., Milliet Q., Voisard R."	23978745200;35762616000;35762804500;16052265300;26423870800;7003299768;	Reconstruct [Reconstruire]	2009	Revue Internationale de Criminologie et de Police Technique et Scientifique	62	2		37	48		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949960902&partnerID=40&md5=0e6e3e172e361f56a7a4f89306d1ba44	Car accident; Dating; DNA; E-learning; Fibre transfer; Photogrammetry; Reconstruction; Scene of crime		Article	Final		Scopus	2-s2.0-77949960902
"Pei Y., Zha H., Yuan Z."	8353113300;7006639394;8353113200;	Creating a face model from an unknown skull based on the tissue map	2008	"Proceedings - International Conference on Image Processing, ICIP"			4712198	2088	2091		1	10.1109/ICIP.2008.4712198	https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949153046&doi=10.1109%2fICIP.2008.4712198&partnerID=40&md5=bf6761bc5e2b8c155ebc6e0fa9d9baa6	Geometric modeling; Image registration; Pattern matching; Surface fitting	Craniofacial reconstruction; Energy minimization; Face models; Facial model; Feature configuration; Feature pattern; Geometric modeling; Key problems; Point cloud; Range images; Surface fitting; Fiber optic sensors; Geometry; Image registration; Imaging systems; Pattern matching; Repair; Tissue; Two dimensional; Weaving; Image reconstruction	Conference Paper	Final		Scopus	2-s2.0-69949153046
"Murty O.P., Mun K., Gopinat N."	6701384380;23498480900;28067934600;	Choking on food: A rare case of alexander leukodystrophy and choking	2008	American Journal of Forensic Medicine and Pathology	29	4		364	367		1	10.1097/PAF.0b013e3181859ff7	https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249103451&doi=10.1097%2fPAF.0b013e3181859ff7&partnerID=40&md5=60f8c2a9c3b66570ad9812b30433d2a2	Accidental death by choking; Alexander leukodystrophy; Choking and CNS disease; Choking on food; Leukodystrophy; Rosenthal fibers	adult; airway obstruction; alexander leukodystrophy; article; asphyxia; autopsy; brain disease; case report; dyspnea; female; food; histopathology; human; human tissue; larynx; nursing home; pharynx; white matter; Alexander disease; asphyxia; brain; food; forensic pathology; middle aged; pathology; Airway Obstruction; Alexander Disease; Asphyxia; Brain; Female; Food; Forensic Pathology; Humans; Middle Aged	Article	Final		Scopus	2-s2.0-65249103451
"Zadora G., Trzci?ska B.M."	6603075450;8378960700;	The evidential value of transfer evidences - A hit-and-run accident [Warto?? dowodowa mikro?ladów ujawnionych w przypadku analizy wypadku samochodowego]	2008	Z Zagadnien Nauk Sadowych	73			70	81		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-49749135480&partnerID=40&md5=cef574ba5bc667e4f2e6581b685be2e9	Forensic science; Hit-and-run accident; Likelihood ratio approach; Physico-chemical analysis; Transfer evidences	glass; paint; plastic; article; car; chemical analysis; forensic pathology; human; hypothesis; legal evidence; likelihood ratio approach; statistical analysis; traffic accident	Article	Final		Scopus	2-s2.0-49749135480
"Cramer D., Glass K."	35875471500;24437595000;	Developing latent fingerprints on the adhesive side of tape using a freezing technique	2008	Journal of Forensic Identification	58	4		419	423		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149120119&partnerID=40&md5=dc3303e44c83b6fc1f7d2bdbd22e4152		adhesive agent; glass fiber; adhesive bandage; article; black powder; clear tape; device; duct tape; electrical tape; equipment; finger dermatoglyphics; fingerprint brush; forensic identification; freezing; magnetic powder; methodology; packing tape; powder; quality control; scotch tape	Article	Final		Scopus	2-s2.0-46149120119
Fan Q.	7202877478;	Fabric chemical testing	2008	Fabric Testing				125	147		1	10.1533/9781845695064.125	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903857679&doi=10.1533%2f9781845695064.125&partnerID=40&md5=9c3d63f967bf3b52f31eabea0b9241cd		"Textile finishing; Textile processing; Textiles; Chemical identification; Chemical quality; Chemical testing; Environmental , health and safeties; Finishing agents; Forensic investigation; Fundamental structures; Sizing agents; Quality control"	Book Chapter	Final		Scopus	2-s2.0-84903857679
"Artyushenko V.G., Bocharnikov A., Colquhoun G., Leach C.A., Lobachov V., Pirogova L., Sakharova T., Savitskij D., Ezhevskaya T., Bublikov A."	6701737366;24069761400;24069924500;24071176200;57210298192;24071713300;6603795085;24071872400;24528592200;6506301401;	Mid IR-fibre spectroscopy in the 2-17?m range	2007	Proceedings of SPIE - The International Society for Optical Engineering	6739		673908				1	10.1117/12.752056	https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149147974&doi=10.1117%2f12.752056&partnerID=40&md5=ee84385d9eb92e6a6354684d6b1508c0	Chalcogenide CIR-fibres; Fibre probes; Mid infrared spectroscopy; Optical fibres; Polycrystalline PIR-fibres; Process-spectroscopy	Electronic document identification systems; Infrared spectroscopy; Polycrystalline materials; Wavelength; Chemical reaction control; Forensic substances identification; Fiber optics	Conference Paper	Final		Scopus	2-s2.0-42149147974
"Wang X., Liu J., Wang Y., Zhao X., Gao L., Xu D."	8902176100;7410109640;57211419908;55705163200;57211897592;55683654800;	Hollow fiber liquid phase microextraction of tramadol from water and biological samples	2006	Chinese Journal of Chromatography (Se Pu)	24	6		641	644		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-56549124156&partnerID=40&md5=e9915c5e787cd421d9926df8f6b664ee	Gas chromatography (GC); Hollow fiber membrane; Liquid phase microextraction; Pethidine; Tramadol	"fresh water; narcotic analgesic agent; polyvinyl derivative; polyvinylidene fluoride; tramadol; article; artificial membrane; blood; gas chromatography; human; isolation and purification; urine; Analgesics, Opioid; Flame Ionization; Fresh Water; Humans; Membranes, Artificial; Polyvinyls; Tramadol"	Article	Final		Scopus	2-s2.0-56549124156
"Donaldson F.H., Dilego T.J., Higgins M.S., Padewski E.A., Peluso J.S."	15821917100;15821642800;36785022200;23009815500;15823128700;	"Assessing and managing PCCP water transmission mains - Baltimore County, Maryland - A case study"	2006	Proceedings of the 2006 Pipeline Division Specialty Conference - Pipelines 2006: Service to the Owner	211 40854			9			1	10.1061/40854(211)9	https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846396095&doi=10.1061%2f40854%28211%299&partnerID=40&md5=7405c39feb8a4f52c0777f85cdb918ed		Acoustic monitoring; Electromagnetic inspection; Prestressed concrete cylinder pipe (PCCP); Wire breakage; Acoustics; Concrete pipe; Corrosion; Reservoirs (water); Water pipelines	Conference Paper	Final		Scopus	2-s2.0-33846396095
Maruszewski K.	7003862930;	Sol-gel materials for opto(electronic) applications	2005	Polytronic 2005: 5th International Conference on Polymers and Adhesives in Microelectronics and Photonics - Proceedings	2005		1596509	164	165		1	10.1109/POLYTR.2005.1596509	https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847216525&doi=10.1109%2fPOLYTR.2005.1596509&partnerID=40&md5=eb5fc68e9265e3c015d015be0ecaf997		Etching; Glass; Melting; Plastic films; Pyrolysis; Refractive index; Sol-gels; Glass like materials; Glass preparation; Inorganic salts; Optical applications; Optoelectronic devices	Conference Paper	Final		Scopus	2-s2.0-33847216525
"Zhang Y.-G., Deng G.-H., Zhang J."	57214257291;8627157900;14025100800;	The burn characteristics from a small amount mineral-oil	2005	Chinese Journal of Forensic Medicine	20	3		138	140		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-21744460419&partnerID=40&md5=8a4a561c4ef5070c47f19b3df038fe13	Autopsy; Burn; Forensic pathology; Mineral-oil	mineral oil; organic compound; article; autopsy; burn; clothing; erythema; hair; high temperature; human; human tissue; medicolegal aspect; smoke; stratum corneum	Article	Final		Scopus	2-s2.0-21744460419
"Masuda K., Arinobu T., Kumazawa T., Iwai M., Mizutani Y., Hattori H., Ishii A., Suzuki O., Seno H."	8279602000;6603142590;7202819297;36972716300;57198169533;26643299200;55256514300;35407942400;7101921866;	Determination of barbital in human body fluids by solid-phase microextraction and gas chromatography/mass spectrometry	2005	Japanese Journal of Forensic Toxicology	23	1		33	36		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-16844363475&partnerID=40&md5=36325a394b16f24a1f6100e98f4c4506	Barbital; Gas chromatography/mass spectrometry (GC/MS); Metharbital; Solid-phase microextraction (SPME)	barbital; barbituric acid; metharbital; analytic method; article; drug blood level; drug determination; drug monitoring; drug urine level; extraction; forensic medicine; gas chromatography; human; mass spectrometry; normal human; solid phase microextraction	Article	Final		Scopus	2-s2.0-16844363475
"Zhang S.-Y., Huang Z.-P."	56099070500;7406222597;	"Determination of amphetamine, methamphetamine, MDA and MDMA in urine samples by solid-phase microextraction and gas chromatography-mass spectrometry in selected ion monitoring"	2005	Chinese Journal of Forensic Medicine	20	2		86	89		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-23244449941&partnerID=40&md5=3441340e80a5862b1af3936bddd84825	Amphetamines; Forensic toxicological analysis; GC/MS/SIM; Solid-phase microextraction; Urine	"3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; amphetamine; dimeticone; methamphetamine; sodium chloride; absorption; alkalinization; article; controlled study; diagnostic accuracy; gas chromatography; human; human tissue; intermethod comparison; ion monitoring; liquid liquid extraction; mass spectrometry; solid phase microextraction; standard; urinalysis"	Article	Final		Scopus	2-s2.0-23244449941
Blackburn R.S.	7101906087;	Biodegradable and sustainable fibres: A volume in woodhead publishing series in textiles	2005	Biodegradable and Sustainable Fibres: A Volume in Woodhead Publishing Series in Textiles				1	456		1	10.1533/9781845690991	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077284351&doi=10.1533%2f9781845690991&partnerID=40&md5=20dc35a1d2808c6ed3b9f720ccda33ae			Book	Final		Scopus	2-s2.0-85077284351
"Sun Y., Du X.-G., Guan P., Chen X.-M."	7406431802;9245834700;35781474200;57192470112;	An immunohistochemical study on the distribution of neuroglobin in rat tissues	2005	Chinese Journal of Forensic Medicine	20	5		260	262		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744478285&partnerID=40&md5=a479043c769e3d4f14e1aa0359793612	Forensic pathology; Immunohistochemistry; Neuroglobin	globin; neuroglobin; unclassified drug; animal tissue; article; central nervous system; controlled study; endocrine gland; ganglion; immunohistochemistry; Leydig cell; myelinated nerve; nonhuman; oxygen consumption; peripheral nervous system; protein localization; rat; tissue distribution	Article	Final		Scopus	2-s2.0-27744478285
"Abidi F., Lee-Gorman M."	8243689900;8243689800;	Learning from experience: Developments in forensic investigation from case histories	2005	Science and Justice - Journal of the Forensic Science Society	45	1		45	51		1	10.1016/S1355-0306(05)71620-8	https://www.scopus.com/inward/record.uri?eid=2-s2.0-14644389343&doi=10.1016%2fS1355-0306%2805%2971620-8&partnerID=40&md5=3961fd5a61bbccc6bb4dee491534bcdf		explosive; potassium cyanide; ballistics; cause of death; conference paper; contamination; court; crime; education program; experience; expert system; fiber; forensic medicine; forensic science; homicide; human; law; learning; liquid chromatography; mass screening; mass spectrometry; medical education; microscopy; physical anthropology; police; rape; responsibility; stab wound; terrorism; theft; victim	Conference Paper	Final		Scopus	2-s2.0-14644389343
Bogomolova I.H.	6603810427;	Histomorphometric indices of the pancreas in intoxication with alcohol and narcotics [Gistomorfometricheskie pokazateli podzheludochnoi zhelezy pri otravlenii alkogolem i narkotikami.]	2003	Sudebno-meditsinskaia ekspertiza	46	2		16	20		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042887097&partnerID=40&md5=8f2b240b0519f6a73c7caf7b659576b2		alcohol; narcotic agent; adolescent; adult; aged; aging; alcoholism; article; cadaver; female; forensic medicine; human; intoxication; male; middle aged; opiate addiction; pancreas; pathology; Adolescent; Adult; Aged; Aging; Alcoholism; Cadaver; Ethanol; Female; Forensic Medicine; Humans; Male; Middle Aged; Narcotics; Opioid-Related Disorders; Pancreas; Poisoning	Article	Final		Scopus	2-s2.0-0042887097
Kobayashi M.	7405534317;	Why does rigor mortis progress downwards?	2002	Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology	3	2					1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342610545&partnerID=40&md5=ad364d887bf24984c22902f6035878ec	Muscle fiber type; Rigor mortis; Temperature	liquid paraffin; animal tissue; article; autopsy; back muscle; cadaver; controlled study; correlation analysis; fast muscle fiber; forensic pathology; gastrocnemius muscle; human; human tissue; male; masticatory muscle; muscle cell; muscle tone; nonhuman; pathologist; rat; skeletal muscle; slow muscle fiber; soleus muscle; statistical analysis; temperature measurement; temporomandibular joint	Article	Final		Scopus	2-s2.0-2342610545
Stauber M.	57212776336;	Chances and limitations operating with potentially crime-relevant textile fibre traces	2001	Z Zagadnien Nauk Sadowych	46			239	248		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035717204&partnerID=40&md5=32beb2f49a8d20937b7380e6f8f62ba8	Fibres; Laboratory procedure; Police procedure	clothing; conference paper; crime; expert witness; laboratory test; microscopy; textile fiber	Conference Paper	Final		Scopus	2-s2.0-0035717204
"Ma H., Huang Y., Lei H."	7403096251;56110555100;55025741700;	New Applications of FTIR Micro-spectroscopy in the Field of Forensic Science	2001	Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis	21	4		471			1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346347621&partnerID=40&md5=8aca3bc36498d7c1ee84520f1eaf8b11	Forensic science; FTIR micro-spectroscopy	"coloring agent; paint; rodenticide; article; forensic science; infrared spectroscopy; methodology; Coloring Agents; Forensic Sciences; Paint; Rodenticides; Spectroscopy, Fourier Transform Infrared"	Article	Final		Scopus	2-s2.0-0346347621
"Dragoi S.G., Catrina M."	6602298380;6504397598;	Structural synergisms in the encephalon arterial system. Implications in legal medicine [Sinergisme structurale in sistemul arterial encefalic implicatii in medicina legala]	2000	Romanian Journal of Legal Medicine	8	1		17	35		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033945929&partnerID=40&md5=d879cceff00f6aa58a2dfba787b0289b	Basilary artery; Glomic structures; Internal carotidian artery; Nerves; Nervous plexes; Vasculary cushions	article; basilar artery; brain artery; brain blood flow; forensic medicine; human; human tissue; internal carotid artery; nerve fiber; nerve plexus	Article	Final		Scopus	2-s2.0-0033945929
Kapustin A.V.	7005114228;	Morphological sign of cardiac ventricle fibrillation [O morfologicheskom priznake fibrilliatsii zheludochkov serdtsa.]	1999	Sudebno-Meditsinskaya Ekspertiza	42	6		10	12		1		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033217410&partnerID=40&md5=fc5b62e2304a72a66f4b50696356a67b		"cause of death; forensic medicine; heart ventricle; heart ventricle fibrillation; human; muscle fibril; pathology; polarization microscopy; review; ultrastructure; Cause of Death; Forensic Medicine; Heart Ventricles; Humans; Microscopy, Polarization; Myofibrils; Ventricular Fibrillation"	Review	Final		Scopus	2-s2.0-0033217410
